ClassNumber,Mnemonic,Number,Section,Type,Units,Instructor1,Days1,Room1,MeetingDates1,Instructor2,Days2,Room2,MeetingDates2,Instructor3,Days3,Room3,MeetingDates3,Instructor4,Days4,Room4,MeetingDates4,Title,Topic,Status,Enrollment,EnrollmentLimit,Waitlist,Description
15428,CS,4414,001,Lecture,3,Charles Reiss,TuTh 12:30pm - 1:45pm,Rice Hall 130,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Operating Systems,,Open,0,125,0,"Analyzes process communication and synchronization; resource management; virtual memory management algorithms; file systems; and networking and distributed systems. Prerequisite: CS 2150 or CS 2501 topic DSA2 with grade of C- or higher, and CS 3330 or ECE 3430 or ECE 3502 topic ""Embedded Computing & Robotics II"" or CS 2501 topic COA2 with a grade of C- or higher."
16439,CS,4414,002,Lecture,3,Staff,TuTh 3:30pm - 4:45pm,Olsson Hall 120,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Operating Systems,,Open,0,125,0,"Analyzes process communication and synchronization; resource management; virtual memory management algorithms; file systems; and networking and distributed systems. Prerequisite: CS 2150 or CS 2501 topic DSA2 with grade of C- or higher, and CS 3330 or ECE 3430 or ECE 3502 topic ""Embedded Computing & Robotics II"" or CS 2501 topic COA2 with a grade of C- or higher."
16013,CS,4457,001,Lecture,3,Brad Campbell,TuTh 3:30pm - 4:45pm,Thornton Hall E316,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Computer Networks,,Open,0,60,0,"A first course in communication networks for upper-level undergraduate students. Topics include the design of modern communication networks; point-to-point and broadcast network solutions; advanced issues such as Gigabit networks; ATM networks; and real-time communications. Cross-listed as ECE 4457. Prerequisite: CS 3330 or ECE 3430 or ECE 3502 topic ""Embedded Computing & Robotics II"" or CS 2501 topic COA2 with a grade of C- or higher."
16028,CS,4501,001,Lecture,1 - 3,Haifeng Xu,TuTh 9:30am - 10:45am,Rice Hall 340,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Special Topics in Computer Science,TBD,Open,0,20,0,"Content varies annually, depending on instructor interests and the needs of the department. Similar to CS 5501 and CS 7501, but taught strictly at the undergraduate level. Prerequisite: Instructor permission; additional specific requirements vary with topics."
16612,CS,4501,002,Lecture,1 - 3,"Angela Orebaugh, Daniel Graham, Deborah Johnson, Jack Davidson",MoWe 2:00pm - 3:15pm,Thornton Hall E316,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Special Topics in Computer Science,Cybersecurity and Elections,Open,0,50,0,"Content varies annually, depending on instructor interests and the needs of the department. Similar to CS 5501 and CS 7501, but taught strictly at the undergraduate level. Prerequisite: Instructor permission; additional specific requirements vary with topics."
16293,CS,4501,003,Lecture,1 - 3,Madhur Behl,TuTh 9:30am - 10:45am,Rice Hall 120,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Special Topics in Computer Science,"Autonomous Vehicles: Perception,Planning & Control",Open,0,48,0,"Content varies annually, depending on instructor interests and the needs of the department. Similar to CS 5501 and CS 7501, but taught strictly at the undergraduate level. Prerequisite: Instructor permission; additional specific requirements vary with topics."
16715,CS,4501,004,Lecture,1 - 3,Seongkook Heo,MoWeFr 1:00pm - 1:50pm,Olsson Hall 011,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Special Topics in Computer Science,Engineering Interactive Technologies,Open,0,38,0,"Content varies annually, depending on instructor interests and the needs of the department. Similar to CS 5501 and CS 7501, but taught strictly at the undergraduate level. Prerequisite: Instructor permission; additional specific requirements vary with topics."
16732,CS,4501,005,Lecture,1 - 3,David Evans,TuTh 12:30pm - 1:45pm,Rice Hall 032,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Special Topics in Computer Science,TBD,Open,0,35,0,"Content varies annually, depending on instructor interests and the needs of the department. Similar to CS 5501 and CS 7501, but taught strictly at the undergraduate level. Prerequisite: Instructor permission; additional specific requirements vary with topics."
16816,CS,4501,006,Lecture,1 - 3,John Stankovic,MoWe 3:30pm - 4:45pm,Rice Hall 340,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Special Topics in Computer Science,TBD,Open,0,20,0,"Content varies annually, depending on instructor interests and the needs of the department. Similar to CS 5501 and CS 7501, but taught strictly at the undergraduate level. Prerequisite: Instructor permission; additional specific requirements vary with topics."
19187,CS,4501,007,Lecture,1 - 3,Scott Acton,MoWe 3:30pm - 4:45pm,Olsson Hall 011,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Special Topics in Computer Science,Digital Image Processing,Open,0,15,0,"Content varies annually, depending on instructor interests and the needs of the department. Similar to CS 5501 and CS 7501, but taught strictly at the undergraduate level. Prerequisite: Instructor permission; additional specific requirements vary with topics."
19188,CS,4501,008,Lecture,1 - 3,Staff,TuTh 12:30pm - 1:45pm,TBA,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Special Topics in Computer Science,TBD,Open,0,50,0,"Content varies annually, depending on instructor interests and the needs of the department. Similar to CS 5501 and CS 7501, but taught strictly at the undergraduate level. Prerequisite: Instructor permission; additional specific requirements vary with topics."
19944,CS,4501,009,Lecture,1 - 3,Staff,TuTh 3:30pm - 4:45pm,Thornton Hall E303,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Special Topics in Computer Science,TBD,Open,0,50,0,"Content varies annually, depending on instructor interests and the needs of the department. Similar to CS 5501 and CS 7501, but taught strictly at the undergraduate level. Prerequisite: Instructor permission; additional specific requirements vary with topics."
20479,CS,4501,010,Lecture,1 - 3,Aaron Bloomfield,TBA,TBA,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Special Topics in Computer Science,Cryptocurrency,Open,0,90,0,"Content varies annually, depending on instructor interests and the needs of the department. Similar to CS 5501 and CS 7501, but taught strictly at the undergraduate level. Prerequisite: Instructor permission; additional specific requirements vary with topics."
16081,CS,4630,001,Lecture,3,Charles Reiss,MoWe 3:30pm - 4:45pm,Thornton Hall E303,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Defense Against the Dark Arts,,Open,0,100,0,"Viruses, worms, and other malicious software are an ever-increasing threat to computer systems. There is an escalating battle between computer security specialists and the designers of malicious software. This course provides an essential understanding of the techniques used by both sides of the computer security battle. Prerequisite: CS 3710 or CS 3501 topic Introduction to Cybersecurity with a grade of C- or higher"
16295,CS,4710,001,Lecture,3,Mark Floryan,TuTh 2:00pm - 3:15pm,Mechanical Engr Bldg 205,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Artificial Intelligence,,Open,0,135,0,"Introduces artificial intelligence. Covers fundamental concepts and techniques and surveys selected application areas. Core material includes state space search, logic, and resolution theorem proving. Application areas may include expert systems, natural language understanding, planning, machine learning, or machine perception. Provides exposure to AI implementation methods, emphasizing programming in Common LISP. Prerequisite: CS 2150 or CS 2501 topic DSA2 with a grade of C- or higher."
16015,CS,4740,001,Lecture,3,Haiying Shen,TuTh 9:30am - 10:45am,Rice Hall 130,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Cloud Computing,,Open,0,90,0,"Investigates the architectural foundations of the various cloud platforms, as well as examining both current cloud computing platforms and modern cloud research. Student assignments utilize the major cloud platforms. Prerequisite: CS 2150 or CS 2501 topic DSA2 with a grade of C- or higher."
16014,CS,4750,001,Lecture,3,Upsorn Praphamontripong,MoWeFr 11:00am - 11:50am,Olsson Hall 120,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Database Systems,,Open,0,125,0,"Introduces the fundamental concepts for design and development of database systems. Emphasizes relational data model and conceptual schema design using ER model, practical issues in commercial database systems, database design using functional dependencies, and other data models. Develops a working relational database for a realistic application. Prerequisite: CS 2150 or CS 2501 topic DSA2 with a grade of C- or higher."
16683,CS,4760,001,Lecture,3,Daniel Graham,MoWeFr 10:00am - 10:50am,Olsson Hall 009,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Network Security,,Open,0,80,0,"This course covers the principles of secure network communications and the application of network security. Topics include: attack types, attack surfaces, attack phases, network security devices.(a)symmetric key encryption, cryptographic hash function, authentication/identification techniques, key distribution, and data integrity assurance. Also, currently used security mechanisms and protocols will be discussed. Prerequisite: CS 3710 or CS 3501 ""Introduction to Cybersecurity"" with a grade of C- or higher"
20129,CS,4774,001,Lecture,3,TBA,TBA,TBA,TBA,,,,,,,,,,,,,Machine Learning,,Open,0,125,0,"An introduction to machine learning: the study of algorithms that improve their performance through experience. Covers both machine learning theory and algorithms. Introduces algorithms, theory, and applications related to both supervised and unsupervised learning, including regression, classification, and optimization and major algorithm families for each.Prerequisites: CS 2150 or CS 2501 topic DSA2 with a grade of C- or higher, and either Math 3350 or APMA 3080; and one of APMA 3100, APMA 3110, MATH 3100, or equivalent"
20642,ECON,1559,001,Lecture,1,"Charles Holt, Erica Sprott",Th 7:00pm - 7:50pm,Monroe Hall 114,01/19/2022 - 05/03/2022,,,,,,,,,,,,,New Course in Economics,Seminar in Behavioral Economics,Open,0,20,0,New course in the subject of economics.
11322,ECON,2010,090,Lecture,3,Carter Doyle,MoWe 9:00am - 9:50am,Wilson Hall 402,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Principles of Economics: Microeconomics,,Open,0,220,0,"Studies demand and supply, consumer behavior, the theory of business enterprise, the operation of competitive and monopolistic markets, and the forces determining income distribution. A full introduction to economic principles warrants completion of both ECON 2010 and 2020. Students planning to take both semesters of economic principles are advised to take ECON 2010 first, though this is not required. The department recommends ECON 2010 to students intending to take only one semester of principles."
13480,ECON,2010,091,Lecture,3,Carter Doyle,MoWe 10:00am - 10:50am,Wilson Hall 402,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Principles of Economics: Microeconomics,,Open,0,200,0,"Studies demand and supply, consumer behavior, the theory of business enterprise, the operation of competitive and monopolistic markets, and the forces determining income distribution. A full introduction to economic principles warrants completion of both ECON 2010 and 2020. Students planning to take both semesters of economic principles are advised to take ECON 2010 first, though this is not required. The department recommends ECON 2010 to students intending to take only one semester of principles."
11581,ECON,2010,110,Discussion,0,Staff,Th 7:00pm - 7:50pm,Monroe Hall 118,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Principles of Economics: Microeconomics,,Open,0,20,0,"Studies demand and supply, consumer behavior, the theory of business enterprise, the operation of competitive and monopolistic markets, and the forces determining income distribution. A full introduction to economic principles warrants completion of both ECON 2010 and 2020. Students planning to take both semesters of economic principles are advised to take ECON 2010 first, though this is not required. The department recommends ECON 2010 to students intending to take only one semester of principles."
11582,ECON,2010,111,Discussion,0,Staff,Th 5:00pm - 5:50pm,Dell 2 100,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Principles of Economics: Microeconomics,,Open,0,20,0,"Studies demand and supply, consumer behavior, the theory of business enterprise, the operation of competitive and monopolistic markets, and the forces determining income distribution. A full introduction to economic principles warrants completion of both ECON 2010 and 2020. Students planning to take both semesters of economic principles are advised to take ECON 2010 first, though this is not required. The department recommends ECON 2010 to students intending to take only one semester of principles."
11583,ECON,2010,112,Discussion,0,Staff,Th 6:00pm - 6:50pm,Wilson Hall 214,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Principles of Economics: Microeconomics,,Open,0,20,0,"Studies demand and supply, consumer behavior, the theory of business enterprise, the operation of competitive and monopolistic markets, and the forces determining income distribution. A full introduction to economic principles warrants completion of both ECON 2010 and 2020. Students planning to take both semesters of economic principles are advised to take ECON 2010 first, though this is not required. The department recommends ECON 2010 to students intending to take only one semester of principles."
11584,ECON,2010,113,Discussion,0,Staff,Fr 10:00am - 10:50am,New Cabell Hall 058,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Principles of Economics: Microeconomics,,Open,0,20,0,"Studies demand and supply, consumer behavior, the theory of business enterprise, the operation of competitive and monopolistic markets, and the forces determining income distribution. A full introduction to economic principles warrants completion of both ECON 2010 and 2020. Students planning to take both semesters of economic principles are advised to take ECON 2010 first, though this is not required. The department recommends ECON 2010 to students intending to take only one semester of principles."
11585,ECON,2010,114,Discussion,0,Staff,Fr 12:00pm - 12:50pm,Monroe Hall 111,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Principles of Economics: Microeconomics,,Open,0,20,0,"Studies demand and supply, consumer behavior, the theory of business enterprise, the operation of competitive and monopolistic markets, and the forces determining income distribution. A full introduction to economic principles warrants completion of both ECON 2010 and 2020. Students planning to take both semesters of economic principles are advised to take ECON 2010 first, though this is not required. The department recommends ECON 2010 to students intending to take only one semester of principles."
11586,ECON,2010,116,Discussion,0,Staff,Fr 11:00am - 11:50am,Dell 2 103,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Principles of Economics: Microeconomics,,Open,0,20,0,"Studies demand and supply, consumer behavior, the theory of business enterprise, the operation of competitive and monopolistic markets, and the forces determining income distribution. A full introduction to economic principles warrants completion of both ECON 2010 and 2020. Students planning to take both semesters of economic principles are advised to take ECON 2010 first, though this is not required. The department recommends ECON 2010 to students intending to take only one semester of principles."
12159,ECON,2010,117,Discussion,0,Staff,We 6:00pm - 6:50pm,New Cabell Hall 168,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Principles of Economics: Microeconomics,,Open,0,20,0,"Studies demand and supply, consumer behavior, the theory of business enterprise, the operation of competitive and monopolistic markets, and the forces determining income distribution. A full introduction to economic principles warrants completion of both ECON 2010 and 2020. Students planning to take both semesters of economic principles are advised to take ECON 2010 first, though this is not required. The department recommends ECON 2010 to students intending to take only one semester of principles."
12160,ECON,2010,118,Discussion,0,Staff,We 8:00pm - 8:50pm,Monroe Hall 116,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Principles of Economics: Microeconomics,,Open,0,20,0,"Studies demand and supply, consumer behavior, the theory of business enterprise, the operation of competitive and monopolistic markets, and the forces determining income distribution. A full introduction to economic principles warrants completion of both ECON 2010 and 2020. Students planning to take both semesters of economic principles are advised to take ECON 2010 first, though this is not required. The department recommends ECON 2010 to students intending to take only one semester of principles."
12319,ECON,2010,119,Discussion,0,Staff,We 7:00pm - 7:50pm,Monroe Hall 118,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Principles of Economics: Microeconomics,,Open,0,20,0,"Studies demand and supply, consumer behavior, the theory of business enterprise, the operation of competitive and monopolistic markets, and the forces determining income distribution. A full introduction to economic principles warrants completion of both ECON 2010 and 2020. Students planning to take both semesters of economic principles are advised to take ECON 2010 first, though this is not required. The department recommends ECON 2010 to students intending to take only one semester of principles."
13853,ECON,2010,120,Discussion,0,Staff,We 6:00pm - 6:50pm,New Cabell Hall 323,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Principles of Economics: Microeconomics,,Open,0,20,0,"Studies demand and supply, consumer behavior, the theory of business enterprise, the operation of competitive and monopolistic markets, and the forces determining income distribution. A full introduction to economic principles warrants completion of both ECON 2010 and 2020. Students planning to take both semesters of economic principles are advised to take ECON 2010 first, though this is not required. The department recommends ECON 2010 to students intending to take only one semester of principles."
13854,ECON,2010,121,Discussion,0,Staff,We 7:00pm - 7:50pm,Monroe Hall 116,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Principles of Economics: Microeconomics,,Open,0,20,0,"Studies demand and supply, consumer behavior, the theory of business enterprise, the operation of competitive and monopolistic markets, and the forces determining income distribution. A full introduction to economic principles warrants completion of both ECON 2010 and 2020. Students planning to take both semesters of economic principles are advised to take ECON 2010 first, though this is not required. The department recommends ECON 2010 to students intending to take only one semester of principles."
13855,ECON,2010,122,Discussion,0,Staff,Th 6:00pm - 6:50pm,New Cabell Hall 323,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Principles of Economics: Microeconomics,,Open,0,20,0,"Studies demand and supply, consumer behavior, the theory of business enterprise, the operation of competitive and monopolistic markets, and the forces determining income distribution. A full introduction to economic principles warrants completion of both ECON 2010 and 2020. Students planning to take both semesters of economic principles are advised to take ECON 2010 first, though this is not required. The department recommends ECON 2010 to students intending to take only one semester of principles."
18366,ECON,2010,123,Discussion,0,Staff,Fr 8:00am - 8:50am,Monroe Hall 111,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Principles of Economics: Microeconomics,,Open,0,20,0,"Studies demand and supply, consumer behavior, the theory of business enterprise, the operation of competitive and monopolistic markets, and the forces determining income distribution. A full introduction to economic principles warrants completion of both ECON 2010 and 2020. Students planning to take both semesters of economic principles are advised to take ECON 2010 first, though this is not required. The department recommends ECON 2010 to students intending to take only one semester of principles."
18367,ECON,2010,124,Discussion,0,Staff,Fr 9:00am - 9:50am,New Cabell Hall 383,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Principles of Economics: Microeconomics,,Open,0,20,0,"Studies demand and supply, consumer behavior, the theory of business enterprise, the operation of competitive and monopolistic markets, and the forces determining income distribution. A full introduction to economic principles warrants completion of both ECON 2010 and 2020. Students planning to take both semesters of economic principles are advised to take ECON 2010 first, though this is not required. The department recommends ECON 2010 to students intending to take only one semester of principles."
18368,ECON,2010,125,Discussion,0,Staff,Th 7:00pm - 7:50pm,Chemistry Bldg 306,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Principles of Economics: Microeconomics,,Open,0,20,0,"Studies demand and supply, consumer behavior, the theory of business enterprise, the operation of competitive and monopolistic markets, and the forces determining income distribution. A full introduction to economic principles warrants completion of both ECON 2010 and 2020. Students planning to take both semesters of economic principles are advised to take ECON 2010 first, though this is not required. The department recommends ECON 2010 to students intending to take only one semester of principles."
18369,ECON,2010,126,Discussion,0,Staff,Th 8:00pm - 8:50pm,Monroe Hall 116,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Principles of Economics: Microeconomics,,Open,0,20,0,"Studies demand and supply, consumer behavior, the theory of business enterprise, the operation of competitive and monopolistic markets, and the forces determining income distribution. A full introduction to economic principles warrants completion of both ECON 2010 and 2020. Students planning to take both semesters of economic principles are advised to take ECON 2010 first, though this is not required. The department recommends ECON 2010 to students intending to take only one semester of principles."
18860,ECON,2010,127,Discussion,0,Staff,We 5:00pm - 5:50pm,New Cabell Hall 058,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Principles of Economics: Microeconomics,,Open,0,20,0,"Studies demand and supply, consumer behavior, the theory of business enterprise, the operation of competitive and monopolistic markets, and the forces determining income distribution. A full introduction to economic principles warrants completion of both ECON 2010 and 2020. Students planning to take both semesters of economic principles are advised to take ECON 2010 first, though this is not required. The department recommends ECON 2010 to students intending to take only one semester of principles."
18861,ECON,2010,128,Discussion,0,Staff,Fr 10:00am - 10:50am,Monroe Hall 111,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Principles of Economics: Microeconomics,,Open,0,20,0,"Studies demand and supply, consumer behavior, the theory of business enterprise, the operation of competitive and monopolistic markets, and the forces determining income distribution. A full introduction to economic principles warrants completion of both ECON 2010 and 2020. Students planning to take both semesters of economic principles are advised to take ECON 2010 first, though this is not required. The department recommends ECON 2010 to students intending to take only one semester of principles."
18862,ECON,2010,129,Discussion,0,Staff,We 8:00pm - 8:50pm,Monroe Hall 114,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Principles of Economics: Microeconomics,,Open,0,20,0,"Studies demand and supply, consumer behavior, the theory of business enterprise, the operation of competitive and monopolistic markets, and the forces determining income distribution. A full introduction to economic principles warrants completion of both ECON 2010 and 2020. Students planning to take both semesters of economic principles are advised to take ECON 2010 first, though this is not required. The department recommends ECON 2010 to students intending to take only one semester of principles."
18863,ECON,2010,130,Discussion,0,Staff,We 5:00pm - 5:50pm,Maury Hall 104,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Principles of Economics: Microeconomics,,Open,0,20,0,"Studies demand and supply, consumer behavior, the theory of business enterprise, the operation of competitive and monopolistic markets, and the forces determining income distribution. A full introduction to economic principles warrants completion of both ECON 2010 and 2020. Students planning to take both semesters of economic principles are advised to take ECON 2010 first, though this is not required. The department recommends ECON 2010 to students intending to take only one semester of principles."
18864,ECON,2010,131,Discussion,0,Staff,We 6:00pm - 6:50pm,New Cabell Hall 032,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Principles of Economics: Microeconomics,,Open,0,20,0,"Studies demand and supply, consumer behavior, the theory of business enterprise, the operation of competitive and monopolistic markets, and the forces determining income distribution. A full introduction to economic principles warrants completion of both ECON 2010 and 2020. Students planning to take both semesters of economic principles are advised to take ECON 2010 first, though this is not required. The department recommends ECON 2010 to students intending to take only one semester of principles."
18352,ECON,2010,300,Lecture,3,Geoffrey Carr,MoWe 5:00pm - 5:50pm,New Cabell Hall 389,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Principles of Economics: Microeconomics,,Open,0,30,0,"Studies demand and supply, consumer behavior, the theory of business enterprise, the operation of competitive and monopolistic markets, and the forces determining income distribution. A full introduction to economic principles warrants completion of both ECON 2010 and 2020. Students planning to take both semesters of economic principles are advised to take ECON 2010 first, though this is not required. The department recommends ECON 2010 to students intending to take only one semester of principles."
18353,ECON,2010,301,Lecture,3,Geoffrey Carr,MoWe 6:00pm - 6:50pm,New Cabell Hall 389,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Principles of Economics: Microeconomics,,Open,0,30,0,"Studies demand and supply, consumer behavior, the theory of business enterprise, the operation of competitive and monopolistic markets, and the forces determining income distribution. A full introduction to economic principles warrants completion of both ECON 2010 and 2020. Students planning to take both semesters of economic principles are advised to take ECON 2010 first, though this is not required. The department recommends ECON 2010 to students intending to take only one semester of principles."
18489,ECON,2010,302,Discussion,0,Staff,Th 8:00pm - 8:50pm,Monroe Hall 114,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Principles of Economics: Microeconomics,,Open,0,20,0,"Studies demand and supply, consumer behavior, the theory of business enterprise, the operation of competitive and monopolistic markets, and the forces determining income distribution. A full introduction to economic principles warrants completion of both ECON 2010 and 2020. Students planning to take both semesters of economic principles are advised to take ECON 2010 first, though this is not required. The department recommends ECON 2010 to students intending to take only one semester of principles."
18490,ECON,2010,303,Discussion,0,Staff,Th 6:00pm - 6:50pm,Wilson Hall 238,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Principles of Economics: Microeconomics,,Open,0,20,0,"Studies demand and supply, consumer behavior, the theory of business enterprise, the operation of competitive and monopolistic markets, and the forces determining income distribution. A full introduction to economic principles warrants completion of both ECON 2010 and 2020. Students planning to take both semesters of economic principles are advised to take ECON 2010 first, though this is not required. The department recommends ECON 2010 to students intending to take only one semester of principles."
18491,ECON,2010,304,Discussion,0,Staff,Th 7:00pm - 7:50pm,Maury Hall 115,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Principles of Economics: Microeconomics,,Open,0,20,0,"Studies demand and supply, consumer behavior, the theory of business enterprise, the operation of competitive and monopolistic markets, and the forces determining income distribution. A full introduction to economic principles warrants completion of both ECON 2010 and 2020. Students planning to take both semesters of economic principles are advised to take ECON 2010 first, though this is not required. The department recommends ECON 2010 to students intending to take only one semester of principles."
10102,ECON,2020,001,Lecture,3,Lee Coppock,TuTh 11:00am - 12:15pm,Chemistry Bldg 402,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Principles of Economics: Macroeconomics,,Open,0,465,0,"Studies the determinants of aggregate economic activity, the effects of monetary and fiscal policy upon national income, and economic policy toward unemployment and inflation. A full introduction to economic principles warrants completion of both ECON 2010 and 2020. Students planning to take both semesters of economic principles are advised to take ECON 2010 first, though this is not required. The department recommends ECON 2010 to students intending to take only one semester of principles."
10103,ECON,2020,002,Lecture,3,Lee Coppock,TuTh 12:30pm - 1:45pm,Chemistry Bldg 402,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Principles of Economics: Macroeconomics,,Open,0,465,0,"Studies the determinants of aggregate economic activity, the effects of monetary and fiscal policy upon national income, and economic policy toward unemployment and inflation. A full introduction to economic principles warrants completion of both ECON 2010 and 2020. Students planning to take both semesters of economic principles are advised to take ECON 2010 first, though this is not required. The department recommends ECON 2010 to students intending to take only one semester of principles."
11591,ECON,2020,100,Discussion,0,Staff,Tu 8:30am - 9:20am,New Cabell Hall 315,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Principles of Economics: Macroeconomics,,Open,0,18,0,"Studies the determinants of aggregate economic activity, the effects of monetary and fiscal policy upon national income, and economic policy toward unemployment and inflation. A full introduction to economic principles warrants completion of both ECON 2010 and 2020. Students planning to take both semesters of economic principles are advised to take ECON 2010 first, though this is not required. The department recommends ECON 2010 to students intending to take only one semester of principles."
11592,ECON,2020,101,Discussion,0,Staff,Mo 5:00pm - 5:50pm,Monroe Hall 114,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Principles of Economics: Macroeconomics,,Open,0,18,0,"Studies the determinants of aggregate economic activity, the effects of monetary and fiscal policy upon national income, and economic policy toward unemployment and inflation. A full introduction to economic principles warrants completion of both ECON 2010 and 2020. Students planning to take both semesters of economic principles are advised to take ECON 2010 first, though this is not required. The department recommends ECON 2010 to students intending to take only one semester of principles."
11593,ECON,2020,102,Discussion,0,Staff,Fr 2:00pm - 2:50pm,Monroe Hall 111,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Principles of Economics: Macroeconomics,,Open,0,18,0,"Studies the determinants of aggregate economic activity, the effects of monetary and fiscal policy upon national income, and economic policy toward unemployment and inflation. A full introduction to economic principles warrants completion of both ECON 2010 and 2020. Students planning to take both semesters of economic principles are advised to take ECON 2010 first, though this is not required. The department recommends ECON 2010 to students intending to take only one semester of principles."
11594,ECON,2020,103,Discussion,0,Staff,Th 8:30am - 9:20am,Monroe Hall 114,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Principles of Economics: Macroeconomics,,Open,0,18,0,"Studies the determinants of aggregate economic activity, the effects of monetary and fiscal policy upon national income, and economic policy toward unemployment and inflation. A full introduction to economic principles warrants completion of both ECON 2010 and 2020. Students planning to take both semesters of economic principles are advised to take ECON 2010 first, though this is not required. The department recommends ECON 2010 to students intending to take only one semester of principles."
11595,ECON,2020,104,Discussion,0,Staff,Tu 8:30am - 9:20am,New Cabell Hall 303,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Principles of Economics: Macroeconomics,,Open,0,18,0,"Studies the determinants of aggregate economic activity, the effects of monetary and fiscal policy upon national income, and economic policy toward unemployment and inflation. A full introduction to economic principles warrants completion of both ECON 2010 and 2020. Students planning to take both semesters of economic principles are advised to take ECON 2010 first, though this is not required. The department recommends ECON 2010 to students intending to take only one semester of principles."
11596,ECON,2020,105,Discussion,0,Staff,Fr 9:00am - 9:50am,New Cabell Hall 032,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Principles of Economics: Macroeconomics,,Open,0,18,0,"Studies the determinants of aggregate economic activity, the effects of monetary and fiscal policy upon national income, and economic policy toward unemployment and inflation. A full introduction to economic principles warrants completion of both ECON 2010 and 2020. Students planning to take both semesters of economic principles are advised to take ECON 2010 first, though this is not required. The department recommends ECON 2010 to students intending to take only one semester of principles."
11597,ECON,2020,106,Discussion,0,Staff,Mo 6:00pm - 6:50pm,New Cabell Hall 315,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Principles of Economics: Macroeconomics,,Open,0,18,0,"Studies the determinants of aggregate economic activity, the effects of monetary and fiscal policy upon national income, and economic policy toward unemployment and inflation. A full introduction to economic principles warrants completion of both ECON 2010 and 2020. Students planning to take both semesters of economic principles are advised to take ECON 2010 first, though this is not required. The department recommends ECON 2010 to students intending to take only one semester of principles."
11598,ECON,2020,107,Discussion,0,Staff,Tu 8:30am - 9:20am,Monroe Hall 111,01/19/2022 - 05/03/2022,,,,,,,,,,,,,Principles of Economics: Macroeconomics,,Open,0,18,0,"Studies the determinants of aggregate economic activity, the effects of monetary and fiscal policy upon national income, and economic policy toward unemployment and inflation. A full introduction to economic principles warrants completion of both ECON 2010 and 2020. Students planning to take both semesters of economic principles are advised to take ECON 2010 first, though this is not required. The department recommends ECON 2010 to students intending to take only one semester of principles."
